smile,training_smile,hit,similarity
OC(=O)C[C@H]1CC[C@@H](CC1)c1ccc(NC(=O)c2nnc(Nc3ccc(F)c(F)c3)o2)cc1,CN1C(=C(C=N1)[N+](=O)[O-])C(=O)NC2=CC=C(C=C2)C3CCCCC3,0,0.4276422764227642
NCC(O)=O,C(CC(=O)O)CN,0,0.36
COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N3C[C@H](C)N[C@H](C)C3)n[nH]2)cc(OC)c1,CCOC(=O)CN1C(=CC(=N1)NC(=O)C2=CC(=CC(=C2)OC)OC)C,0,0.515828677839851
C[C@H](Nc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO,CC(CO)NC1=C2C3=C(CCC3)SC2=NC(=N1)SCC4=CC=CC=C4,0,0.4493927125506073
NC1(CCN(CC1)c1ncnc2[nH]ccc12)C(=O)N[C@@H](CCO)c1ccc(Cl)cc1,C1CN(CCC1C(=O)N)C2=NC=NC3=C2C(=CN3C4=CC=CC=C4)C5=CC=CC=C5,0,0.5435413642960812
CC(C)n1c(C)ncc1-c1ccnc(Nc2ccc(cc2)S(C)(=O)=O)n1,COC1=CC=C(C=C1)C2=C[N+](=C3N2CCC3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64.[Cl-],0,0.4792225201072386
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)N[C@@H]1[C@@H](Cc2ccccc12)OCC#CC#CCO[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)NC)C1CCCCC1,CC1CCCCC12C(=O)N(C(=O)N2)CC(=O)NC3CCCC4=CC=CC=C34,0,0.625
C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1,CC1CN(CC(O1)C)C2=C(C(=O)N3C=CC=C(C3=N2)C)C=O,0,0.6699395770392749
C[C@@H]1COCCN1c1cc(nc(n1)-c1ccnc2[nH]ccc12)C1(CC1)S(C)(=N)=O,COC(=O)CN1C2=CC=CC=C2C3(C1=O)C(=C(OC4=NNC(=C34)C5=CC=CS5)N)C#N,0,0.6278596847991865
NC(Cc1ccccn1)c1ccccc1,C1=CC=C(C=C1)CCC2=C(C=CC=N2)O.Cl,0,0.5354523227383863
CN(C)C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c1,CCCC(=O)NC1=C(C=CC(=C1)C(=O)N(C)CC(OC)OC)S(=O)(=O)C2=CC=C(C=C2)C,0,0.5157116451016636
Cc1nc(C)c(nc1C(N)=O)-c1ccc(cc1)[C@H]1CC[C@H](CC(O)=O)CC1,CC1=CC=C(C=C1)C2=C(N(C3=C([N+]2=O)CCC3)[O-])C,0,0.49313962873284906
NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1,CCOC(=O)C1=C(C=C(S1)C2=CC=C(C=C2)F)NC(=O)NC3=CC=CC=C3OC,0,0.5882352941176471
COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,CC1CN(CC(O1)C)C2=NC=NC3=C2C(=CN3C4=CC=C(C=C4)OC)C5=CC=CC=C5,0,0.5651886168100596
C[C@@H](Nc1cc(F)cc(F)c1)c1cc(cc2c1oc(cc2=O)N1CCOCC1)C(=O)N(C)C,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)N3CCN(CC3)C4=CC=CC=C4F)C5=CC=CC=C5,0,0.5723014256619144
Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O,C1CC(OC1)CNC(=O)C2=C(N=CC=C2)NC3=CC=CC=C3F,0,0.555735056542811
CCn1nc(nc1-c1cnc(N)c(n1)-c1nnc(o1)C(C)(C)C)C1CCN(CC1)C(=O)CCO,CCOC(=O)C1=C(OC2=C(C13C4=CC(=CC5=C4N(C3=O)C(C=C5C)(C)C)OC)C(=O)OC(=C2)C)N,0,0.6198595787362087
CNC(=O)CN1CCC(CC1)Oc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC.Cl,0,0.7450396825396826
Fc1ccc(nc1)-c1noc(n1)-c1cc(F)cc(c1)C#N,CC1=CC=C(C=C1)C2=NC(=NO2)C3=CC=CC=N3,0,0.713463751438435
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CC(C)(C)F)c1c(F)cc(\C=C\C(O)=O)cc1F,C1CN(C(C2=C1C3=CC=CC=C3N2)C4=CC=CC=C4F)CCCN5C=CC=N5,0,0.8264938804895609
Cc1c(cc(C(=O)NCc2ccc(cn2)S(C)(=O)=O)c(=O)n1-c1cccc(c1)C(F)(F)F)-c1ccnn1C,COC(=O)[C@@H]1C[C@]23[C@H](C(=C(N=C2N1C(=O)C4=CC=C(C=C4)Br)C(=O)OC)C(=O)OC)N(C5=CC=CC=C35)CC6=CC=CC=C6,0,0.716933867735471
OC(=O)CCCCCCCC(O)=O,C(CCCC(=O)O)CCCC(=O)O,0,1.0
CN1CCCC(CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,C1=CC=C(C=C1)CC2=NN(C(=O)C3=CC=CC=C32)CC(=O)O,0,0.7110047846889952
CCCCc1nc(cn1-c1ccc(Oc2ccc(Cl)cc2)cc1)-c1ccc(OCCCN(CC)CC)cc1,COC1=CC=C(C=C1)C2=CN(C3=[N+]2CCCCC3)C4=CC=C(C=C4)Cl.[Br-],0,0.6840816326530612
CC(C)OC(=O)C1=C(C)NC(N)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC1CN(C1)C(c1ccccc1)c1ccccc1,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,0,0.837245696400626
CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nc(=O)o[nH]1,CN1[C@H]2C(=C(N=C3[C@@]2(C[C@H](N3C(=O)C4=CC=CS4)C(=O)OC)C5=C1C=CC(=C5)OC)C(=O)OC)C(=O)OC,0,0.5920523138832998
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(cc1)-c1ccccc1-c1nc(=O)o[nH]1,CCOC(=O)C1=C(OC2=C(C13C4=CC(=CC5=C4N(C3=O)C(C=C5C)(C)C)OC)C(=O)OC(=C2)C)N,0,0.6623441396508728
CN1CCN(CCCCN2C(=O)CN(\N=C\c3ccc(o3)-c3ccc(Cl)cc3)C2=O)CC1,C1CCN(C1)C(=O)C(=O)N/N=C\C2=CC=C(O2)C3=CC(=C(C=C3)Cl)Cl,0,0.627170582226762
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,0,0.8311156601842374
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O,CC1(C(N2C(S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)[O-])C.[Na+],0,1.0
CC1(C)SC2C(NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(O)=O,CC1(C(N2C(S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)[O-])C.[Na+],0,1.0
COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)OCO4)OC,0,0.766497461928934
NC(=O)\N=N\C(N)=O,C1=CC=C(C=C1)N2C(=O)N=NC2=O,0,0.10610932475884244
[O-][N+](=O)c1ncc[nH]1,C1=CC(=CC=C1N=NC2=NC=CN2)[N+](=O)[O-],0,0.20512820512820512
NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl,C1=CC=C(C=C1)NC(=O)CN2N=C(N=N2)C3=CC=CC=C3NC(=O)C4=CC=CS4,0,0.5106951871657754
C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)[O-].[Na+],0,0.5934266585514303
CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C,0,0.893735130848533
CCC(C)C(N)C1=NC(CS1)C(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(C(C)CC)C(=O)NCCCCC1NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CCCN)NC1=O)C(C)CC,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)N,0,0.6359338061465721
CCC(C)C(N)C1=NC(CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)N,0,0.6359338061465721
CCC(C)[C@H](NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)C1CN=C(S1)[C@H](N)C(C)C)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)C(C)CC,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)N,0,0.6341463414634146
CC[C@H](C)[C@H](N)C1=NCC(S1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]1CCC(=O)O[Zn]OC(=O)C[C@H]2NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC(=O)[C@H](CCCCNC(=O)[C@H](CC(N)=O)NC2=O)NC(=O)[C@@H](NC1=O)[C@H](C)CC)[C@H](C)CC,CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CN(C=N2)CC3=CC=CC=C3)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CC7=CN=CN7)NC(=O)C8CCC(=O)N8,0,0.6171617161716172
[Zn++].CCC(C)C(N)C1=NC(CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](NC(=O)[C@@H](CCCN)NC1=O)[C@H](C)CC,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)N,0,0.6359338061465721
NCC(CC(O)=O)c1ccc(Cl)cc1,C1=CC(=CC=C1C(CC(=O)O)CN)Cl.Cl,0,1.0
NC[C@H](CC(O)=O)c1ccc(Cl)cc1,C1=CC(=CC=C1C(CC(=O)O)CN)Cl.Cl,0,1.0
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)OCC3CO3,0,1.0
CN(C)C1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(Nc3ncc(cn3)-c3cncnc3)c2)C1,CCN1CCN(CC1)CC2=C(C=C(C=C2)C(=O)NC3=CC(=C(C=C3)C)NCC4=CN=C(C=N4)NC(=O)OC)C(F)(F)F,0,0.6377063423110338
Cc1nc2cnc3ccc(cc3c2n1-c1ccc(cc1)C(C)(C)C#N)C#Cc1cccnc1,CC1=CC=C(C=C1)N2C(=NC3=C4C2=CC(=NC4=C(C=C3)C)C)C,0,0.6777292576419214
Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC)O,0,0.9001233045622689
O[C@H]1[C@H](Oc2cc3oc(cc(=O)c3c(O)c2O)-c2ccccc2)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,0,1.0
CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1,C/C(=N/O)/C=C/C1=CC=C(C=C1)O,0,0.4882943143812709
Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O,CN1C(=NC2=CC=CC=C2C1=O)COC3=CC=C(C=C3)Cl,0,0.6948640483383686
CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)n1ccc(N)nc1=O)N=[N+]=[N-],CC1=CN(C(=O)NC1=O)C2C(C(C(O2)COC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4)OC(=O)C5=CC=CC=C5,0,0.697084917617237
CCCN1CCN(CC1)c1ccc(cc1)C(=O)NC1(CCCCC1)C(=O)NCC#N,CC1=CC=CC=C1C(=O)NC(CC(C)C)C(=O)N2CCN(CC2)C3=CC=CC=C3,0,0.6836027713625866
CNC1CCCN(C1)c1c(F)cc2c(c1OC)n(cc(C(O)=O)c2=O)C1CC1,C[C@@H]1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,0,0.9657342657342657
OC(=O)CCNC(=O)c1ccc(cc1)N=Nc1ccc(O)c(c1)C(O)=O,C1=CC(=CC(=C1)N=NC2=CC(=C(C=C2)O)C=O)C(=O)O,0,0.6581352833638026
CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1,CC1C(=NN(C1=O)C2=NC(=CS2)C3=CC=C(C=C3)OC)C,0,0.6953797963978073
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,0,0.6314699792960663
O=C(NCCCN1CCC2(CC1)OCc1ccccc21)[C@H]1CCCN1Cc1ccccc1,C1CC(=O)N(C1)C2=CC=C(C=C2)CN3C(=O)CC(C3=O)N4CCC(CC4)(C5=CC=C(C=C5)Cl)O,0,0.5621761658031088
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(O)(O)=O,CC(=O)NC1=CC=C(C=C1)NC2=NC(=S)NC3=CC(=C(C=C32)OC)OC,0,0.5711934156378601
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1,CC(=O)NC1=CC=C(C=C1)NC2=NC(=S)NC3=CC(=C(C=C32)OC)OC,0,0.5812182741116751
CCC1(CC)C(=O)NC(=O)NC1=O,CCC1(C(=O)NC(=O)NC1=O)CCC2=CC=NC=C2,0,0.6606334841628959
CC1(C)CC[C@@]2(CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C=C1[C@@]2(C)C=C(C#N)C(=O)C(C)(C)[C@@H]2CC[C@@]31C)C(O)=O,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,0,0.661993769470405
COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,0,0.6268436578171092
CCS(=O)(=O)N1CC(CC#N)(C1)n1cc(cn1)-c1ncnc2[nH]ccc12,CN1[C@H]2C(=C(N=C3[C@@]2(C[C@H](N3C(=O)C4=CC=CS4)C(=O)OC)C5=C1C=CC(=C5)OC)C(=O)OC)C(=O)OC,0,0.5123799898938858
O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C=O,C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO)O,0,0.32664756446991405
COC(=O)C1=C(C)NC(C)=C([C@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@H]1CCN(Cc2ccccc2)C1,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,0,0.9223549488054608
CC1=CC(C=CC1=N)=C(c1ccc(N)cc1)c1ccc(N)cc1,CN(C)C1=CC=C(C=C1)C(=C)C2=CC=CC=C2,0,0.3979381443298969
Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,CC1=NC(=C(N1C2=CC=C(C=C2)OC)C(=O)C3=CC=CC=C3)N,0,0.44855305466237944
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,C1CCN(CC1)C(=O)C(CC2=CC=CC=C2)N3C(=O)C4C5CCC(C5)C4C3=O,0,0.5780463242698892
O=C(N1CCN(CC1)C1CC1)c1ccc(CN2CCOCC2)cc1,CN1CCN(CC1)C(=O)C2=CC=C(C=C2)CN3CCOCC3,0,0.8861386138613861
OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12,C1CCN(CC1)CC(CN2C3=C(C=C(C=C3)Br)C4=CC=CC=C42)O,0,0.9050847457627119
Cc1ccc(cc1)S(=O)(=O)\C=C\C#N,CC1=CC=C(C=C1)S(=O)(=O)/C=C/C2=CC=CC=C2,0,0.626984126984127
CC(C)(C)c1ccc(cc1)S(=O)(=O)\C=C\C#N,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)C(C)(C)C,0,0.6237864077669902
Nc1nc(ncc1C1CC1)-c1nn(Cc2ccccc2F)c2ncccc12,CN1[C@H]2C(=C(N=C3[C@@]2(C[C@H](N3C(=O)C4=CC=CS4)C(=O)OC)C5=C1C=CC(=C5)OC)C(=O)OC)C(=O)OC,0,0.5738035264483627
NC(=O)CSc1nc(N)c(C#N)c(-c2ccc(OCC3CC3)cc2)c1C#N,CCCCOC1=CC=C(C=C1)C2=C(C(=NC(=C2C#N)SCC(=O)N)N)C#N,0,0.9921104536489151
COc1ccc(Cc2nn3c(nc(C)c3c(=O)[nH]2)[C@@H](CCCc2ccccc2)[C@@H](C)O)cc1OC,CCOC(=O)C1=C(OC2=C(C13C4=CC(=CC5=C4N(C3=O)C(C=C5C)(C)C)OC)C(=O)OC(=C2)C)N,0,0.5912738214643932
COc1ccc(cc1OC)-c1cc2nccn2c(Nc2ncccc2C(N)=O)n1,CC1=C(C(=CC=C1)C)NC2=C(N=C3N2C=CN=C3)C4=CC(=C(C=C4)O)OC,0,0.5484104046242775
NC(CC(F)C(O)=O)C(O)=O,C(CC(=O)O)C(C(=O)O)N.Cl,0,0.576271186440678
Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1,CC1=CC=C(C=C1)C2=NOC(=N2)C3=CC(=NN3CC4=CC=CC=C4)C(C)(C)C,0,0.6427090532135452
COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1C(F)(F)F)[N+]([O-])=O,CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC,0,1.0
COC(=O)C1=C(C)NC(C)=C([C@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O,CC1=C(C(C(=C(N1)C)[N+](=O)[O-])C2=CC=CC=C2C(F)(F)F)C(=O)OC,0,1.0
COC(=O)C1=C(C)N(C)C(C)=C(C1c1ccc(cc1)C(F)(F)F)C(=O)OC,CC1=C(C(C(=C(N1C)C)C(=O)OC)C2=CC=C(C=C2)Cl)C(=O)OC,0,0.9270516717325228
Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(cc2)C#N)cn1,C1=CC=C(C=C1)C2=C(N(C(=S)N2)CC(=O)C3=CC=CC=C3)C4=CC=CC=C4,0,0.6337522441651705
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,CN1C2=CC=CC=C2C(=C1C3=CC=C(C=C3)OC)C#CC4=CC=CC=C4,0,0.6962655601659751
NC(=N)SCc1ccc(cc1)B(O)O,CC1=CC(=CC=C1)CSC(=N)N,0,0.5058823529411764
Cc1oc2nc3CCCCc3c(NC(=O)CN3CCCC3=O)c2c1C,CCOC(=O)C1=C(C2=C(O1)N=C(C3=C2CCCC3)CC(C)C)N,1,0.6808244846970644
CC(C)(C)c1ccc(NC(=O)N2CCN(CC2)c2ncccc2Cl)cc1,CC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=CC=CC=N3,0,0.7841614906832298
NC(=N)c1cc2ccc(OC(=O)c3cccs3)cc2s1,COC1=CC2=C(C=C1)C(=C(S2)C(=O)N)Cl,0,0.5388888888888889
CN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1,C1CCN(C1)CCNC(=O)CC2=CC=C(C=C2)Cl.Cl,0,0.6084507042253521
CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1,CC(C)(C)NC(=O)CC1=CC(=C(C=C1)Cl)Cl,0,0.6158357771260997
CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,CC(C)(C)NC(=O)CC1=CC(=C(C=C1)Cl)Cl,0,0.6074498567335244
Oc1ccc(CCNCC2CCc3ccccc3C2=O)cc1,CC1=C(C=CC(=C1)OC)C(=O)C2CCCN(C2)CCO,0,0.6372688477951636
ClCCC(=O)NCc1ccccc1,C1=CC=C(C=C1)CNC(=O)CC(=O)NCC2=CC=CC=C2,0,0.7251184834123223
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C,0,1.0
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C,0,0.8490566037735849
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6.O.Cl,0,0.5917836713468538
O=C(N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2o1,C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=CC4=CC=CC=C4O3.Cl,0,1.0
OC[C@@H](NS(=O)(=O)c1ccc(Cl)s1)C(C(F)(F)F)C(F)(F)F,C1CCC(CC1)NS(=O)(=O)C2=CC=C(S2)Cl,0,0.6748554913294798
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N.OS(=O)(=O)O,0,0.9624796084828712
ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1,CC1=CC(=CC=C1)S(=O)(=O)NC2=CC=C(C=C2)C(=O)C,0,0.6637323943661971
CCC1(C)CC(=O)NC(=O)C1,CC(C)(C)CC(=O)NCCCCCCNC(=O)CC(C)(C)C,0,0.6198830409356725
CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1,CN1C2CCC1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl.Cl,0,1.0
CCCCC(CC)COc1ccc(c(O)c1)-c1nc(nc(n1)-c1ccc(OCC(CC)CCCC)cc1O)-c1ccc(OC)cc1,C1=CC=C(C=C1)C2=NC(=NC(=N2)N)C3=CC=CC=C3O,0,0.5867620751341681
OC1COC(Nc2ccc(cc2)C(O)=O)C(O)C1O,CC1C(C(C(C(O1)NC2=CC=C(C=C2)C(=O)C)O)O)O,0,0.7959183673469388
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O,CC(C)N1C(CCC1=O)C(=O)N2CCCC3=CC=CC=C32,0,0.6577060931899642
Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,CC(=O)NC1=CC2=C(C=C1)N(C(=N2)CCN3CCN(CC3)C)C,0,0.7279411764705882
OC(=O)COc1nn(Cc2ccccc2)c2ccccc12,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,0,0.9008674101610905
