smile,training_smile,hit,similarity
NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,CC[NH+](CC)CC.C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)[O-])O)O)N,0,0.8459837877671333
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,0,0.7847826086956522
CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,0,1.0
NC1CCCCC1.NC1CCCCC1.NC1CCCCC1.NC1CCCCC1.NC(=O)C1=CN(C=CC1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@H]4[C@H](O3)COP(=O)(O4)[O-])OC(=O)CCC.[Na+],0,0.774715398442181
CCCCN1CCCC1CNC(=O)c1cc(C#N)c2ccccc2c1OC,CCCCN1CCCC1CNC(=O)C2=C(C3=CC=CC=C3C(=C2)C#N)OC,0,1.0
NC(=N)Nc1ccc(cc1)C(=O)Oc1ccc2cc(ccc2c1)C(N)=N,C1=CC=C(C=C1)C(=O)OC2=CC3=CC=CC=C3C=C2,0,0.5893909626719057
CCOc1ccc2ccccc2c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].[Na+],0,1.0
CCN(CC)CCOC(=O)C(CC1CCCO1)Cc1cccc2ccccc12,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32.C(=O)(C(=O)O)O,0,0.9826689774696707
CN(C\C=C\c1ccccc1)Cc1cccc2ccccc12,C1CSCCN1CC2=CC=CC3=CC=CC=C32,0,0.6306818181818182
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O,1,1.0
O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45,C1CC(C1)CN2CC[C@]34C5C(CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O.Cl,0,1.0
CN([C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CC1)c45)C(=O)\C=C\c1ccoc1,C1CC(C1)CN2CC[C@]34C5C(CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O.Cl,0,0.8951858622790981
CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,0,1.0
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=C)CC[C@@]35O,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O,0,1.0
Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)C(=C)CCC35O,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O,0,1.0
COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45,C1CC(C1)CN2CC[C@]34C5C(CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O.Cl,0,0.948395217117684
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O.Cl,0,1.0
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)\C(CC[C@@]35O)=N\NC(=O)c1ccccc1,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O.Cl,0,0.8824571766095688
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O.Cl,0,1.0
Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1oc2ccccc2c1C[C@@]35O,C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6.O.Cl,0,0.9075804776739356
Oc1ccc2CC3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)c1[nH]c2ccccc2c1C[C@@]35O,C1CC1CN2CC[C@]34[C@@H]5C6=C(C[C@]3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6.O.Cl,0,1.0
CC(C)(O)CS(=O)(=O)Nc1ccc2CN(CCc2c1)C(=O)COc1cccnc1,C1CN(CC2=CC=CC=C21)C(=O)COC3=CC=CC4=C3N=CC=C4,0,0.6331006979062812
COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,COC1=CC=CC=C1N2CCN(CC2)C(=O)CN3C(=O)C4=CC=CC=C4C3=O,0,0.8199052132701422
CO[C@H]1CCC(O[C@H]2CC(O[C@]3(O[C@H](C[C@@H]3C)C3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)[C@@H]2C)[C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@H](O3)[C@@H](C)\C=C(/C)C(=O)[C@H](C)C[C@H](C)C(O)=O)O2)O[C@@H]1C,C[C@@H]1C2C(C[C@@H](O1)OC3CC[C@@]4([C@H]5CC[C@@]6([C@H](CC[C@@]6([C@@H]5CC[C@@]4(C3)O)O)C7=CC(=O)OC7)C)C=O)OC(O2)(C)C,0,0.5947265625
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,0,0.9450261780104712
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]45CCC(=O)O5)C,0,0.8681318681318682
CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,CC1=C(C2=C(O1)C(=O)C3=CC=CC=C3C2=O)C(=O)C,0,0.7822808671065034
C(C1=NCCN1)c1cccc2ccccc12,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,0,1.0
CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)c2CCCCc2c1O,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,0,0.637065637065637
Cn1cc(cc1C(O)=O)C(=O)c1cccc2ccccc12,CN1C=C(C=C1C(=O)O)C(=O)C2=C(C=C(C=C2)Cl)Cl,0,0.7526377491207503
COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+],0,1.0
CC[C@H]([C@@H]1O[C@@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@@]3(O[C@@]4(CC[C@](C)(O4)C4CC[C@](O)(CC)[C@H](C)O4)[C@H](O)C=C3)[C@H](C)C[C@@H]2C)[C@@H](C)C[C@H]1C)C(O)=O,C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC\2CC3C(C(CC(O3)(CC(CC4C(O4)/C=C/C(=O)OC(C/C=C/C=C/C=C/C=C2)C)O)O)O)C(=O)O)O)N)O,0,0.6061987237921604
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,CC(=O)N1CCC(CC1)C2=CNC3=CC=CC=C32,0,0.721763085399449
Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,0,1.0
OC(=O)\C=C\c1ccc(O)cc1,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,0,0.7333333333333333
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc2cc(O)c3C(=O)C[C@H](Oc3c2)c2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,0,1.0
C[C@@H]1O[C@@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc2cc(O)c(C(=O)CCc3ccc(O)cc3)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O.O,0,0.8292181069958847
CCCC[C@H](NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1,C[C@]12[C@@H]3[C@H]([C@H](N1C(=O)CN(C2=O)CC4CC4)C5CC5)C(=O)N(C3=O)C,0,0.5993349958437241
CC(C)(C)C(=O)CN1c2ccccc2N(C[C@@H](NC(=O)Nc2cccc(c2)C(O)=O)C1=O)C1CCCCC1,CCCCCCCC(=O)N1C(C(=O)NC2=CC=CC=C21)CC(=O)NC3=CC=C(C=C3)C(=O)O,0,0.643801652892562
C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@H]3O[C@@H]3\C=C\C(=O)O[C@H](C)C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC\2CC3C(C(CC(O3)(CC(CC4C(O4)/C=C/C(=O)OC(C/C=C/C=C/C=C/C=C2)C)O)O)O)C(=O)O)O)N)O,0,1.0
CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](Cc1ccccc1)C(O)=O,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,0,1.0
CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,0,1.0
FC(F)(F)Oc1ccc(CNC(=O)C2N(C3CCOCC3)C(=O)c3ccccc23)cc1,C1CCC(C1)N2C(C3=CC=CC=C3C2=O)C(=O)NCC4=CN=CC=C4,0,0.8333333333333334
CC[C@@H](Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(C)o1,CCOC(=O)C1=C(OC2=C(C13C4=CC(=CC5=C4N(C3=O)C(C=C5C)(C)C)OC)C(=O)OC(=C2)C)N,0,0.5245073269327943
CC1(C)CCC(=C(CN2CCN(CC2)c2ccc(cc2)C(=O)NS(=O)(=O)c2ccc(N[C@H](CCN3CCOCC3)CSc3ccccc3)c(c2)S(=O)(=O)C(F)(F)F)C1)c1ccc(Cl)cc1,COC(=O)[C@@H]1C[C@]23[C@H](C(=C(N=C2N1C(=O)C4=CC=C(C=C4)Br)C(=O)OC)C(=O)OC)N(C5=CC=CC=C35)CC6=CC=CC=C6,0,0.6527006562342251
CCCN(CC1CC1)c1nc(C)nc(Nc2c(Cl)cc(Cl)cc2Cl)c1Cl,CC1CCCN(C1)C2=NC(=NC(=C2[N+](=O)[O-])N)NC3=CC=CC(=C3)C,0,0.4585492227979275
CCOc1ccc(cc1)-n1c(nc2ncccc2c1=O)C(C)N(Cc1cccnc1)C(=O)Cc1ccc(F)c(c1)C(F)(F)F,CCC(C1=NC2=CC=CC=C2C(=O)N1C3=CN=CC=C3)N4C(=O)C5=CC=CC=C5C4=O,0,0.6961561928004881
NS(=O)(=O)c1cccc2c1c(cc1[nH]c(=O)c(=O)[nH]c21)[N+]([O-])=O,C1=CC2=CC(=C3C=CC=NC3=C2N=C1)[N+](=O)[O-],0,0.5357512953367876
OC1c2ccccc2CCC\C1=C/C(O)=O,CC1(CCCC2=CC=CC=C21)OCON,0,0.43359375
CCCCn1c(CN(Cc2ccc3OCOc3c2)Cc2ccc3OCOc3c2)c(nc1-c1ccccc1)-c1ccccc1,CC1=C(N=C2N1CC3=CC=CC=C32)C4=CC=C(C=C4)OC,0,0.582378223495702
CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1,CCCN1CCC(CC1)N(C)CCC2=CC(=C(C=C2)OC)OC,0,0.6754563894523327
O[C@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,CN1CCC2(CC1)CC(C3=CC=CC=C3O2)NC=O,0,0.5312855517633674
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,CN1CCC2(CC1)CC(C3=CC=CC=C3O2)NC=O,0,0.5312855517633674
NCC1CN(Cc2ccccc2)C(=O)C1,C1CC(=O)N(C1)CC2=CC=CC=C2,0,0.7024793388429752
CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,CCNC(=O)C1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,0,1.0
CN1C(=S)NC(Cc2c[nH]c3ccccc23)C1=O,C1=CC=C(C=C1)CN2C(=O)C(NC2=S)CC3=CNC4=CC=CC=C43,0,0.8429661941112323
CN1C(=O)N[C@H](Cc2c[nH]c3c(Cl)cccc23)C1=O,C1=CC=C(C=C1)CN2C(=O)C(NC2=O)CC3=CNC4=CC=CC=C43,0,0.773938795656466
N[Pt++]1(N)OCC(=O)O1,C(C(C(=O)O)O)C(=O)O,0,0.13402061855670103
N[Pt]1(N)OCC(=O)O1,C(C(C(=O)O)O)C(=O)O,0,0.13402061855670103
CCCc1c2oc(cc(=O)c2cc2c1n(CC)c(cc2=O)C(O)=O)C(O)=O,CCOC(=O)C1=C(OC2=C(C13C4=CC(=CC5=C4N(C3=O)C(C=C5C)(C)C)OC)C(=O)OC(=C2)C)N,0,0.6440339490763854
CCc1nn(CCCN2CCN(CC2)c2cccc(Cl)c2)c(=O)n1CCOc1ccccc1,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl,0,1.0
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,CC1=C(C=CC(=C1)Br)NC(=O)CN2C(=O)CCC2=O,0,0.7923809523809524
CN1CCOC(c2ccccc2)c2ccccc2C1,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl,0,1.0
COc1nc(N)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=S)N,0,0.7951256664127951
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O,0,1.0
CNc1cc(OC)c(cc1Cl)C(=O)N[C@@H]1CCN(Cc2ccccc2)[C@@H]1C.CNc1cc(OC)c(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccccc2)[C@H]1C,COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N.O.Cl,0,0.759956942949408
CO[C@@H]1CN(CCO1)[C@H]1C[C@H](O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5cccc(OC)c5C(=O)c4c(O)c23)C(=O)CO)O[C@@H](C)[C@H]1O,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,0,0.9570237331622835
CCC[N+]12[C@H]3C[C@]45C(O)C3[C@@H](CC1[C@@H]4N(C)c1ccccc51)[C@H](CC)[C@H]2O,CCCC[N+]12[C@H]3C[C@@]45[C@H](C1C[C@H](C3[C@@H]4O)[C@@H]([C@H]2O)CC)N(C6=CC=CC=C56)C.[I-],0,1.0
COc1cc(O)cc(c1)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O1,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,0,0.9528301886792453
COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O.O,0,0.800990099009901
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,0,0.9860681114551083
CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-],0,1.0
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,CC1=CC(=C(C=C1)N)C(=O)C2=CC=CC=C2,0,0.6482213438735178
NCc1c[nH]c(=S)n1[C@H]1CCc2c(F)cc(F)cc2C1,CN(C)C(=O)C1=CC2=C(N1CCC3=CC=CC=N3)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=C(C=C6)F)C(=O)OC,0,0.45741150442477874
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C,CCN1CC2=C(C3=C(C=CC(=C3)OC)N=C2/C=C/C4=CC=CC=C4)N(C1)C5=CC(=CC=C5)Cl,0,0.5811855670103093
Cc1oncc1C(=O)N1CCCCC1,CC1=C(C(=NO1)C)C(=O)N2CCCC2,0,0.7491638795986622
NCCCCCC(O)(P(O)(O)=O)P(O)(O)=O,C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(O)P(=O)(O)O,0,0.2612359550561798
CNC(=O)c1c(oc2cc(N(CCO)S(C)(=O)=O)c(cc12)C1CC1)-c1ccc(F)cc1,CN1[C@H]2C(=C(N=C3[C@@]2(C[C@H](N3C(=O)C4=CC=CS4)C(=O)OC)C5=C1C=CC(=C5)OC)C(=O)OC)C(=O)OC,0,0.655811623246493
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1OC1OC[C@](C)(O)[C@H](NC)[C@H]1O,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N.OS(=O)(=O)O,0,0.675701839303001
CN(C(=O)C(C)(C)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cnc(cc1-c1ccccc1C)N1CCN(C)CC1,CCCN1C2=CC=CC=C2C3(C1=O)C(=C(C(=O)N3CCCOC)O)C(=O)C4=CC=C(O4)C,0,0.553026383859286
COc1ccc(cc1)-c1nc([nH]c1-c1ccc(OC)cc1)-c1ccc(o1)-c1cccc(Cl)c1,COC1=CC=C(C=C1)C2=C(N=C(N2)C3=CC4=C(C=C3)OCO4)C5=CC=CC=C5,0,0.5502702702702703
CCOC(=O)c1ccc(cc1)N(C)c1csc(n1)-c1ccccc1,CCOC(=O)C1=CC=C(C=C1)NC(=O)COC(=O)CC2=CSC(=N2)C3=CC=CC=C3,0,0.503921568627451
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,0,1.0
CCCCN(Cc1ccc(cc1)C(=O)NO)C(=O)Nc1ccccc1,C1=CC=C(C=C1)CN(CCC#N)C(=O)NC2=CC=CC=C2,0,0.7721280602636534
Cc1ccc(NCCCc2ccccc2)c(N)c1,CC1=CC(=CC=C1)NC(=O)CCC2=CC=CC=C2,0,0.5796703296703297
N[C@@H](CCCNC(=N)N[N+]([O-])=O)C(O)=O,CC(=O)NC(CCCNC(=S)NC1CCCCC1)C(=O)O,0,0.3075060532687651
Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)C4=CC=CC=C4C3=O,0,0.6115183246073298
C(N1CCN(CC1)c1ncccn1)c1cnc([nH]1)-c1ccccc1,C1CN(CCN1CC2=CN=C(N2)C3=CC=CC=C3)C4=CC=CC=N4,0,0.7496360989810772
CCC(CC)Nc1nc(C)c(nc1OC)-c1ccc(OC(F)(F)F)cc1OC,CC1=C([N+](=O)C2=C(N1[O-])CCCC2)C3=C(C=C(C=C3)OC)OC,0,0.5462068965517242
CCCCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C,CC1=NC=CN1CC2=CC=CC=C2,0,0.5684647302904564
COC(=O)c1cc2c(cc(cc2n1O)-c1ccccc1)C(F)(F)F,CCOC(=O)C1=C(N(C2=CC(=C(C=C21)O)C3=CC(=CC=C3)C(F)(F)F)C)C,0,0.5535190615835777
COc1cc(ccc1S(=O)(=O)Nc1ccc2n(C)c(=O)c(C)cc2c1)C#N,CC1=CC(=C(C=C1OC)S(=O)(=O)NC2=CC=CC3=C2NN=C3)OC,0,0.6107834877843302
OC(=O)c1cccnc1,C1=CC(=CN=C1)C(=O)O,0,1.0
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,0,1.0
CCN(CC)CCCCC(NC(=O)c1ccc(cc1)[N+]([O-])=O)c1ccccc1,C1CC(C2=CC=CC=C2C1)NC(=O)C3=CC=C(C=C3)[N+](=O)[O-],0,0.7220588235294118
CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,CC(CNC(=O)C1=CC(=CN=C1)O)NC(=O)C2=CC(=CN=C2)O.Cl,0,0.7893518518518519
COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,0,1.0
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,0,0.7143790849673203
O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,CCCCOC(=O)C1=CN=CC=C1,0,0.8011527377521613
Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)[N+]([O-])=O,CC1=CC(=CC(=C1OC(=O)C)C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl)Cl,0,0.7657004830917874
[O-][N+](=O)OCCNC(=O)c1cccnc1,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],0,1.0
NC(=O)c1cccnc1,C1=CC(=CN=C1)C(=O)N,0,1.0
CN1CCCC1c1cccnc1,C1CCNC(C1)C2=CN=CC=C2,0,0.7706013363028953
CN1CCC[C@H]1c1cccnc1,C1CCNC(C1)C2=CN=CC=C2,0,0.7706013363028953
OCc1cccnc1,C1=CC(=CN=C1)C(=O)O,0,0.6298342541436464
COc1ccc(cc1)-c1c(C)c(nn1-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)I,0,0.9548532731376975
COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1[N+]([O-])=O)C(=O)OC,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,0,1.0
Cn1c(NCCN(CCO)CCCc2ccc(cc2)[N+]([O-])=O)cc(=O)n(C)c1=O,CN1C(=CC(=O)N(C1=O)C)NCCN2CCCCC2,0,0.7747318235995232
CC(C)NCC(O)c1ccc(cc1)[N+]([O-])=O,CC(=O)NCC(C1=CC=C(C=C1)[N+](=O)[O-])O,0,0.8717948717948718
Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3,0,1.0
OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,0,1.0
Oc1ccc(cc1)C(=O)N\N=C\c1ccc(o1)[N+]([O-])=O,C1=CC(=CC=C1C(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-])O,0,1.0
Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(=O)N\N=C\c1ccc(o1)[N+]([O-])=O,C1=CN=CC=C1/C=N/NC(=O)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O,0,0.7464940668824164
CC1CS(=O)(=O)CCN1N=Cc1ccc(o1)[N+]([O-])=O,C1CC1C(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],0,0.5724852071005917
COC(=O)C1=C(C)NC(C)=C([C@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OCCCN1CCC(CC1)(c1ccccc1)c1ccccc1,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,0,0.8732638888888888
